City mpg,Classification,Driveline,Engine Type,Fuel Type,Height,Highway mpg,Horsepower,Hybrid,ID,Length,Make,Model Year,Number of Forward Gears,Torque,Transmission,Width,Year
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,214,20,210,False,2010 Jeep Grand Cherokee Laredo 4x4,167,Grand Cherokee,2010 Jeep Grand Cherokee,5,235,5 Speed Automatic,52,2010
13,Automatic transmission,Four-wheel drive,Jeep 5.7L 8 Cylinder 357 hp 389 ft-lbs,Gasoline,214,19,357,False,2010 Jeep Grand Cherokee Laredo 5.7L 4x4,167,Grand Cherokee,2010 Jeep Grand Cherokee,5,389,5 Speed Automatic,52,2010
16,Automatic transmission,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,214,21,210,False,2010 Jeep Grand Cherokee Limited,167,Grand Cherokee,2010 Jeep Grand Cherokee,5,235,5 Speed Automatic,52,2010
14,Automatic transmission,Rear-wheel drive,Jeep 5.7L 8 Cylinder 357 hp 389 ft-lbs,Gasoline,214,20,357,False,2010 Jeep Grand Cherokee Limited 5.7L,167,Grand Cherokee,2010 Jeep Grand Cherokee,5,389,5 Speed Automatic,52,2010
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,214,20,210,False,2010 Jeep Grand Cherokee Limited 4x4,167,Grand Cherokee,2010 Jeep Grand Cherokee,5,235,5 Speed Automatic,52,2010
13,Automatic transmission,Four-wheel drive,Jeep 5.7L 8 Cylinder 357 hp 389 ft-lbs,Gasoline,214,19,357,False,2010 Jeep Grand Cherokee Limited 5.7L 4x4,167,Grand Cherokee,2010 Jeep Grand Cherokee,5,389,5 Speed Automatic,52,2010
12,Automatic transmission,Four-wheel drive,Jeep 6.1L 8 Cylinder 420 hp 420 ft-lbs,Gasoline,158,16,420,False,2010 Jeep Grand Cherokee SRT8,91,Grand Cherokee,2010 Jeep Grand Cherokee,5,420,5 Speed Automatic,69,2010
16,Manual transmission,Rear-wheel drive,Porsche 3.6L 6 Cylinder 620 hp 516 ft-lbs Turbo,Gasoline,5,23,620,False,2011 Porsche 911 GT2 RS Coupe,115,Porsche,2011 Porsche 911 Coupe,6,516,6 Speed Manual,59,2011
16,Automatic transmission,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,22,210,False,2011 Jeep Liberty Sport 4x2,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,21,210,False,2011 Jeep Liberty Sport 4x4,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
16,Automatic transmission,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,22,210,False,2011 Jeep Liberty Jet Sport 4x2,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,21,210,False,2011 Jeep Liberty Jet Sport 4x4,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
16,Automatic transmission,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,22,210,False,2011 Jeep Liberty Sport 70th Anniversary 4x2,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,21,210,False,2011 Jeep Liberty Sport 70th Anniversary 4x4,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
16,Automatic transmission,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,22,210,False,2011 Jeep Liberty Limited Edition 4x2,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,21,210,False,2011 Jeep Liberty Limited Edition 4x4,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
16,Automatic transmission,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,22,210,False,2011 Jeep Liberty Limited 70th Anniversary 4x2,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,21,210,False,2011 Jeep Liberty Limited 70th Anniversary 4x4,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
16,Automatic transmission,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,22,210,False,2011 Jeep Liberty Jet Limited 4x2,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,21,210,False,2011 Jeep Liberty Jet Limited 4x4,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,19,21,210,False,2011 Jeep Liberty Renegade 4x4,120,Jeep,2011 Jeep Liberty,4,235,4 Speed Automatic,64,2011
15,Automatic transmission,All-wheel drive,Land Rover 3.2L 6 Cylinder 230 hp 234 ft-lbs,Gasoline,203,22,230,False,2011 Land Rover LR2,146,Land Rover,2011 Land Rover LR2,6,234,6 Speed Automatic Select Shift,212,2011
15,Automatic transmission,All-wheel drive,Land Rover 3.2L 6 Cylinder 230 hp 234 ft-lbs,Gasoline,203,22,230,False,2011 Land Rover LR2 HSE,146,Land Rover,2011 Land Rover LR2,6,234,6 Speed Automatic Select Shift,212,2011
15,Automatic transmission,All-wheel drive,Land Rover 3.2L 6 Cylinder 230 hp 234 ft-lbs,Gasoline,203,22,230,False,2011 Land Rover LR2 HSE LUX,146,Land Rover,2011 Land Rover LR2,6,234,6 Speed Automatic Select Shift,212,2011
15,Automatic transmission,All-wheel drive,Land Rover 3.2L 6 Cylinder 230 hp 234 ft-lbs,Gasoline,203,22,230,False,2010 Land Rover LR2 HSE,146,Land Rover,2010 Land Rover LR2,6,234,6 Speed Automatic Select Shift,115,2010
12,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,95,17,375,False,2011 Land Rover LR4 HSE LUX,220,Land Rover,2011 Land Rover LR4,6,375,6 Speed Automatic Select Shift,229,2011
12,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,95,17,375,False,2011 Land Rover LR4,220,Land Rover,2011 Land Rover LR4,6,375,6 Speed Automatic Select Shift,229,2011
12,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,95,17,375,False,2011 Land Rover LR4 HSE,220,Land Rover,2011 Land Rover LR4,6,375,6 Speed Automatic Select Shift,229,2011
12,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,95,17,375,False,2010 Land Rover LR4 V8,220,Land Rover,2010 Land Rover LR4,6,375,6 Speed Automatic Select Shift,123,2010
16,Automatic transmission,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,244,22,210,False,2010 Jeep Liberty Sport,141,Jeep,2010 Jeep Liberty,4,235,4 Speed Automatic,46,2010
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,244,21,210,False,2010 Jeep Liberty Sport 4x4,141,Jeep,2010 Jeep Liberty,4,235,4 Speed Automatic,46,2010
16,Automatic transmission,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,13,22,210,False,2010 Jeep Liberty Limited,141,Jeep,2010 Jeep Liberty,4,235,4 Speed Automatic,46,2010
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,13,21,210,False,2010 Jeep Liberty Limited 4x4,141,Jeep,2010 Jeep Liberty,4,235,4 Speed Automatic,46,2010
15,Automatic transmission,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,13,21,210,False,2010 Jeep Liberty Renegade,141,Jeep,2010 Jeep Liberty,4,235,4 Speed Automatic,46,2010
12,Automatic transmission,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,Gasoline,85,18,510,False,2011 Land Rover Range Rover S-Charged,109,Land Rover,2011 Land Rover Range Rover,6,461,6 Speed Automatic Select Shift,242,2011
12,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,85,18,375,False,2011 Land Rover Range Rover HSE LUX,109,Land Rover,2011 Land Rover Range Rover,6,375,6 Speed Automatic Select Shift,242,2011
12,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,85,18,375,False,2011 Land Rover Range Rover HSE,109,Land Rover,2011 Land Rover Range Rover,6,375,6 Speed Automatic Select Shift,242,2011
12,Automatic transmission,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,Gasoline,85,18,510,False,2010 Land Rover Range Rover Supercharged,109,Land Rover,2010 Land Rover Range Rover,6,461,6 Speed Automatic Select Shift,242,2010
12,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,85,18,375,False,2010 Land Rover Range Rover HSE,109,Land Rover,2010 Land Rover Range Rover,6,375,6 Speed Automatic Select Shift,242,2010
18,Automatic transmission,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,Gasoline,99,28,240,False,2012 Land Rover Range Rover Evoque Dynamic,14,Land Rover,2012 Land Rover Range Rover Evoque,6,251,6 Speed Automatic Select Shift,77,2012
18,Automatic transmission,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,Gasoline,99,28,240,False,2012 Land Rover Range Rover Evoque Pure,4,Land Rover,2012 Land Rover Range Rover Evoque,6,251,6 Speed Automatic Select Shift,77,2012
18,Automatic transmission,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,Gasoline,69,28,240,False,2012 Land Rover Range Rover Evoque Coupe Pure,4,Land Rover,2012 Land Rover Range Rover Evoque,6,251,6 Speed Automatic Select Shift,77,2012
18,Automatic transmission,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,Gasoline,69,28,240,False,2012 Land Rover Range Rover Evoque Coupe Dynamic,14,Land Rover,2012 Land Rover Range Rover Evoque,6,251,6 Speed Automatic Select Shift,77,2012
18,Automatic transmission,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,Gasoline,99,28,240,False,2012 Land Rover Range Rover Evoque Prestige,4,Land Rover,2012 Land Rover Range Rover Evoque,6,251,6 Speed Automatic Select Shift,77,2012
18,Automatic transmission,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,Gasoline,190,29,173,False,2011 Chrysler 200 Touring Convertible,83,Chrysler,2011 Chrysler 200 Convertible,6,166,6 Speed Automatic,49,2011
14,Automatic transmission,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,E85,190,21,283,False,2011 Chrysler 200 Limited Convertible,83,Chrysler,2011 Chrysler 200 Convertible,6,260,6 Speed Automatic,49,2011
19,Automatic transmission,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,Gasoline,114,29,283,False,2011 Chrysler 200 S Convertible,58,Chrysler,2011 Chrysler 200 Convertible,6,260,6 Speed Automatic,24,2011
9,Automatic transmission,Rear-wheel drive,Ferrari 5.7L 12 Cylinder 540 hp 434 ft-lbs,Gasoline,63,16,540,False,2010 Ferrari 612 Scaglietti,38,Ferrari,2010 Ferrari 612 Scaglietti,6,434,6 Speed Automatic,163,2010
13,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,252,18,375,False,2011 Land Rover Range Rover Sport HSE,167,Land Rover,2011 Land Rover Range Rover Sport,6,375,6 Speed Automatic Select Shift,209,2011
12,Automatic transmission,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,Gasoline,252,17,510,False,2011 Land Rover Range Rover Sport Supercharged,167,Land Rover,2011 Land Rover Range Rover Sport,6,461,6 Speed Automatic Select Shift,209,2011
13,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,252,18,375,False,2011 Land Rover Range Rover Sport HSE LUX,167,Land Rover,2011 Land Rover Range Rover Sport,6,375,6 Speed Automatic Select Shift,209,2011
20,Automatic transmission,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,Gasoline,205,29,173,False,2010 Chrysler Sebring LX Convertible,58,Chrysler,2010 Chrysler Sebring Convertible,4,166,4 Speed Automatic,24,2010
13,Automatic transmission,Front-wheel drive,Chrysler 2.7L 6 cylinder 186 hp 191 ft-lbs FFV,E85,205,19,186,False,2010 Chrysler Sebring Touring Convertible,58,Chrysler,2010 Chrysler Sebring Convertible,4,191,4 Speed Automatic,24,2010
16,Automatic transmission,Front-wheel drive,Chrysler 3.5L 6 cylinder 235 hp 232 ft-lbs,Gasoline,205,27,235,False,2010 Chrysler Sebring Limited Convertible,58,Chrysler,2010 Chrysler Sebring Convertible,6,232,6 Speed Automatic Select Shift,24,2010
13,Automatic transmission,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,Gasoline,247,18,375,False,2010 Land Rover Range Rover Sport HSE,174,Land Rover,2010 Land Rover Range Rover Sport,6,375,6 Speed Automatic Select Shift,140,2010
12,Automatic transmission,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,Gasoline,247,17,510,False,2010 Land Rover Range Rover Sport Supercharged,174,Land Rover,2010 Land Rover Range Rover Sport,6,461,6 Speed Automatic Select Shift,140,2010
21,Automatic transmission,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,Gasoline,218,30,173,False,2010 Chrysler Sebring Touring Sedan,233,Chrysler,2010 Chrysler Sebring Sedan,4,166,4 Speed Automatic,16,2010
21,Automatic transmission,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,Gasoline,218,30,173,False,2010 Chrysler Sebring Limited Sedan,233,Chrysler,2010 Chrysler Sebring Sedan,4,166,4 Speed Automatic,16,2010
12,Automatic transmission,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,Gasoline,252,17,510,False,2011 Land Rover Range Rover Sport Autobiography,167,Land Rover,2011 Land Rover Range Rover Sport,6,461,6 Speed Automatic Select Shift,209,2011
21,Manual transmission,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,216,31,210,False,2011 Saab 9-3 2.0T SportCombi,63,Saab,2011 Saab 9-3 SportCombi,6,221,6 Speed Manual,8,2011
21,Manual transmission,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,216,31,210,False,2011 Saab 9-3 2.0T Aero SportCombi MT,63,Saab,2011 Saab 9-3 SportCombi,6,221,6 Speed Manual,8,2011
17,Automatic transmission,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,249,27,210,False,2011 Saab 9-3 2.0T SportCombi XWD,80,Saab,2011 Saab 9-3 SportCombi,6,221,6 Speed Automatic,8,2011
19,Automatic transmission,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,216,28,210,False,2011 Saab 9-3 2.0T SportCombi AT,63,Saab,2011 Saab 9-3 SportCombi,5,221,5 Speed Automatic,8,2011
19,Automatic transmission,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,216,27,210,False,2011 Saab 9-3 2.0T Aero SportCombi,63,Saab,2011 Saab 9-3 SportCombi,5,221,5 Speed Automatic,8,2011
20,Manual transmission,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,249,29,210,False,2011 Saab 9-3 2.0T SportCombi XWD MT,80,Saab,2011 Saab 9-3 SportCombi,6,221,6 Speed Manual,8,2011
23,Manual transmission,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,Gasoline,134,31,180,False,2012 Scion tC,67,Scion,2012 Scion tC,6,173,6 Speed Manual,3,2012
23,Automatic transmission,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,Gasoline,134,31,180,False,2012 Scion tC AT,67,Scion,2012 Scion tC,6,173,6 Speed Automatic Select Shift,3,2012
23,Manual transmission,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,Gasoline,134,31,180,False,2012 Scion tC 7.0,67,Scion,2012 Scion tC,6,173,6 Speed Manual,3,2012
23,Automatic transmission,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,Gasoline,134,31,180,False,2012 Scion tC 7.0 AT,67,Scion,2012 Scion tC,6,173,6 Speed Automatic Select Shift,3,2012
23,Manual transmission,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,Gasoline,134,31,180,False,2011 Scion tC,67,Scion,2011 Scion tC,6,173,6 Speed Manual,3,2011
23,Automatic transmission,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,Gasoline,134,31,180,False,2011 Scion tC AT,67,Scion,2011 Scion tC,6,173,6 Speed Automatic Select Shift,3,2011
20,Manual transmission,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,Gasoline,134,27,161,False,2010 Scion tC,67,Scion,2010 Scion tC,5,162,5 Speed Manual,219,2010
21,Automatic transmission,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,Gasoline,134,29,161,False,2010 Scion tC AT,67,Scion,2010 Scion tC,4,162,4 Speed Automatic,219,2010
11,Manual transmission,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,Gasoline,246,17,470,False,2011 Aston Martin DB9 Coup,102,Aston Martin,2011 Aston Martin DB9 Coup,6,443,6 Speed Manual,83,2011
13,Automatic transmission,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,Gasoline,246,20,470,False,2011 Aston Martin DB9 Coup AT,102,Aston Martin,2011 Aston Martin DB9 Coup,6,443,6 Speed Automatic Select Shift,83,2011
20,Manual transmission,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,Gasoline,134,27,161,False,2010 Scion tC 6.0,67,Scion,2010 Scion tC,5,162,5 Speed Manual,219,2010
21,Automatic transmission,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,Gasoline,134,29,161,False,2010 Scion tC 6.0 AT,67,Scion,2010 Scion tC,4,162,4 Speed Automatic,219,2010
11,Manual transmission,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,Gasoline,246,17,470,False,2010 Aston Martin DB9 Coup,102,Aston Martin,2010 Aston Martin DB9 Coup,6,443,6 Speed Manual,83,2010
13,Automatic transmission,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,Gasoline,20,20,470,False,2010 Aston Martin DB9 Coup AT,103,Aston Martin,2010 Aston Martin DB9 Coup,6,443,6 Speed Automatic Select Shift,87,2010
20,Manual transmission,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,249,29,210,False,2010 Saab 9-3 2.0T SportCombi XWD MT,80,Saab,2010 Saab 9-3 SportCombi,6,221,6 Speed Manual,8,2010
19,Automatic transmission,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,216,27,210,False,2010 Saab 9-3 2.0T SportCombi AT,63,Saab,2010 Saab 9-3 SportCombi,5,221,5 Speed Automatic,8,2010
21,Manual transmission,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,216,31,210,False,2010 Saab 9-3 2.0T Aero SportCombi MT,63,Saab,2010 Saab 9-3 SportCombi,6,221,6 Speed Manual,8,2010
17,Automatic transmission,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,249,27,210,False,2010 Saab 9-3 2.0T SportCombi XWD,80,Saab,2010 Saab 9-3 SportCombi,6,221,6 Speed Automatic,8,2010
19,Automatic transmission,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,Gasoline,216,27,210,False,2010 Saab 9-3 2.0T Aero SportCombi,63,Saab,2010 Saab 9-3 SportCombi,5,221,5 Speed Automatic,8,2010
29,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,127,37,121,False,2012 MINI Cooper Hardtop,139,MINI,2012 MINI Cooper Hardtop,6,114,6 Speed Manual,148,2012
28,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,127,36,121,False,2012 MINI Cooper Hardtop AT,139,MINI,2012 MINI Cooper Hardtop,6,114,6 Speed Automatic Select Shift,148,2012
27,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,127,35,181,False,2012 MINI Cooper S Hardtop,144,MINI,2012 MINI Cooper Hardtop,6,177,6 Speed Manual,148,2012
26,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,127,34,181,False,2012 MINI Cooper S Hardtop AT,144,MINI,2012 MINI Cooper Hardtop,6,177,6 Speed Automatic Select Shift,148,2012
25,Manual transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,Gasoline,127,33,208,False,2012 MINI John Cooper Works Hardtop,144,MINI,2012 MINI Cooper Hardtop,6,192,6 Speed Manual,148,2012
29,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,127,37,121,False,2011 MINI Cooper Hardtop,139,MINI,2011 MINI Cooper Hardtop,6,114,6 Speed Manual,148,2011
28,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,127,36,121,False,2011 MINI Cooper Hardtop AT,139,MINI,2011 MINI Cooper Hardtop,6,114,6 Speed Automatic Select Shift,148,2011
27,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,127,35,181,False,2011 MINI Cooper S Hardtop,144,MINI,2011 MINI Cooper Hardtop,6,177,6 Speed Manual,148,2011
26,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,127,34,181,False,2011 MINI Cooper S Hardtop AT,144,MINI,2011 MINI Cooper Hardtop,6,177,6 Speed Automatic Select Shift,148,2011
25,Manual transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,Gasoline,127,33,208,False,2011 MINI John Cooper Works Hardtop,144,MINI,2011 MINI Cooper Hardtop,6,192,6 Speed Manual,148,2011
28,Manual transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,Gasoline,127,37,118,False,2010 MINI Cooper Hardtop,114,MINI,2010 MINI Cooper Hardtop,6,114,6 Speed Manual,148,2010
25,Automatic transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,Gasoline,127,33,118,False,2010 MINI Cooper Hardtop AT,114,MINI,2010 MINI Cooper Hardtop,6,114,6 Speed Automatic Select Shift,148,2010
26,Manual transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,Gasoline,127,34,172,False,2010 MINI Cooper S Hardtop,129,MINI,2010 MINI Cooper Hardtop,6,177,6 Speed Manual,148,2010
24,Automatic transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,Gasoline,127,32,172,False,2010 MINI Cooper S Hardtop AT,129,MINI,2010 MINI Cooper Hardtop,6,177,6 Speed Automatic Select Shift,148,2010
25,Manual transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,Gasoline,127,33,208,False,2010 MINI John Cooper Works Hardtop,129,MINI,2010 MINI Cooper Hardtop,6,192,6 Speed Manual,148,2010
27,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,134,35,121,False,2012 MINI Cooper Convertible,139,MINI,2012 MINI Cooper Convertible,6,114,6 Speed Manual,148,2012
27,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,134,35,121,False,2012 MINI Cooper Convertible AT,139,MINI,2012 MINI Cooper Convertible,6,114,6 Speed Automatic Select Shift,148,2012
27,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,134,35,181,False,2012 MINI Cooper S Convertible,144,MINI,2012 MINI Cooper Convertible,6,177,6 Speed Manual,148,2012
26,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,134,34,181,False,2012 MINI Cooper S Convertible AT,144,MINI,2012 MINI Cooper Convertible,6,177,6 Speed Automatic Select Shift,148,2012
25,Manual transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,Gasoline,134,33,208,False,2012 MINI John Cooper Works Convertible,144,MINI,2012 MINI Cooper Convertible,6,192,6 Speed Manual,148,2012
28,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,134,35,121,False,2011 MINI Cooper Convertible,139,MINI,2011 MINI Cooper Convertible,6,114,6 Speed Manual,148,2011
27,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,134,36,121,False,2011 MINI Cooper Convertible AT,139,MINI,2011 MINI Cooper Convertible,6,114,6 Speed Automatic Select Shift,148,2011
27,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,134,35,181,False,2011 MINI Cooper S Convertible,144,MINI,2011 MINI Cooper Convertible,6,177,6 Speed Manual,148,2011
26,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,134,34,181,False,2011 MINI Cooper S Convertible AT,144,MINI,2011 MINI Cooper Convertible,6,177,6 Speed Automatic Select Shift,148,2011
25,Manual transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,Gasoline,134,33,208,False,2011 MINI John Cooper Works Convertible,144,MINI,2011 MINI Cooper Convertible,6,192,6 Speed Manual,148,2011
